SEASON,PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,POSITION,HEIGHT_WO_SHOES,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN,WINGSPAN_FT_IN,STANDING_REACH,STANDING_REACH_FT_IN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,MODIFIED_LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,BENCH_PRESS,SPOT_FIFTEEN_CORNER_LEFT,SPOT_FIFTEEN_BREAK_LEFT,SPOT_FIFTEEN_TOP_KEY,SPOT_FIFTEEN_BREAK_RIGHT,SPOT_FIFTEEN_CORNER_RIGHT,SPOT_COLLEGE_CORNER_LEFT,SPOT_COLLEGE_BREAK_LEFT,SPOT_COLLEGE_TOP_KEY,SPOT_COLLEGE_BREAK_RIGHT,SPOT_COLLEGE_CORNER_RIGHT,SPOT_NBA_CORNER_LEFT,SPOT_NBA_BREAK_LEFT,SPOT_NBA_TOP_KEY,SPOT_NBA_BREAK_RIGHT,SPOT_NBA_CORNER_RIGHT,OFF_DRIB_FIFTEEN_BREAK_LEFT,OFF_DRIB_FIFTEEN_TOP_KEY,OFF_DRIB_FIFTEEN_BREAK_RIGHT,OFF_DRIB_COLLEGE_BREAK_LEFT,OFF_DRIB_COLLEGE_TOP_KEY,OFF_DRIB_COLLEGE_BREAK_RIGHT,ON_MOVE_FIFTEEN,ON_MOVE_COLLEGE,DRAFT_YEAR
2016,1627758,Ron,Baker,Ron Baker,SG,75.25,6' 3.25'',76.25,6' 4.25'',212.4,81.75,6' 9.75'',97.5,8' 1.5'',7.85,8.75,9.5,30.0,35.5,10.77,2.96,3.45,,,,,,,5-5,3-5,2-5,4-5,2-5,5-5,0-5,2-5,5-5,4-5,5-6,3-6,5-6,,,,25-32,,2016
2016,1627735,Wade,Baldwin IV,Wade Baldwin IV,PG,74.5,6' 2.5'',76.0,6' 4'',201.8,83.25,6' 11.25'',100.0,8' 4'',5.2,9.0,9.75,32.5,38.0,10.45,3.01,3.19,,,,,,,,,,,,,,,,,,,,,,,,,2016
2016,1627760,Cat,Barber,Cat Barber,PG,73.5,6' 1.5'',74.75,6' 2.75'',173,77.5,6' 5.5'',95.5,7' 11.5'',4.5,8.0,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
2016,1627736,Malik,Beasley,Malik Beasley,SG,75.5,6' 3.5'',76.5,6' 4.5'',189.8,79.0,6' 7'',100.5,8' 4.5'',6.9,8.5,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
2016,1627761,DeAndre,Bembry,DeAndre Bembry,SG-SF,76.25,6' 4.25'',77.75,6' 5.75'',206.6,81.25,6' 9.25'',101.0,8' 5'',7.0,8.0,9.25,32.0,38.0,10.9,2.87,3.17,,2-5,2-5,3-5,4-5,4-5,,,,,,1-5,4-5,2-5,1-5,4-5,2-6,2-6,3-6,,,,4-9,6-10,2016
2016,1627791,Ben,Bentil,Ben Bentil,PF,79.25,6' 7.25'',80.25,6' 8.25'',229.2,85.5,7' 1.5'',105.0,8' 9'',9.7,9.5,10.0,29.0,33.0,11.16,3.1,3.3,,2-5,3-5,4-5,4-5,4-5,,,,,,2-5,3-5,3-5,4-5,2-5,5-6,3-6,3-6,,,,20-30,,2016
2016,1628417,Jaron,Blossomgame,Jaron Blossomgame,SF,78.25,6' 6.25'',79.25,6' 7.25'',213.6,82.0,6' 10'',102.0,8' 6'',5.25,8.5,10.0,35.0,41.0,11.53,3.26,3.2,,1-5,4-5,3-5,2-5,1-5,,,,,,3-5,3-5,3-5,3-5,3-5,3-6,6-6,3-6,,,,7-11,7-11,2016
2016,1627762,Joel,Bolomboy,Joel Bolomboy,PF,79.5,6' 7.5'',81.0,6' 9'',224.4,85.75,7' 1.75'',103.5,8' 7.5'',5.15,9.0,10.25,37.5,40.5,10.26,2.86,3.17,,2-5,5-5,5-5,2-5,3-5,,,,,,3-5,2-5,3-5,2-5,4-5,5-6,4-6,4-6,,,,8-11,8-10,2016
2016,1627763,Malcolm,Brogdon,Malcolm Brogdon,SG,75.75,6' 3.75'',77.5,6' 5.5'',223,82.5,6' 10.5'',98.0,8' 2'',5.4,9.0,10.25,30.5,35.5,10.77,2.64,3.31,,3-5,5-5,4-5,4-5,5-5,,,,,,3-5,4-5,0-5,2-5,4-5,2-6,4-6,5-6,,,,9-11,9-11,2016
2016,1627759,Jaylen,Brown,Jaylen Brown,SG-SF,77.25,6' 5.25'',78.75,6' 6.75'',222.8,83.75,6' 11.75'',102.5,8' 6.5'',5.05,8.75,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
2016,1627737,Marquese,Chriss,Marquese Chriss,PF,80.75,6' 8.75'',82.0,6' 10'',233,84.25,7' 0.25'',105.0,8' 9'',8.5,9.0,9.0,32.5,38.5,11.93,3.05,3.26,,,,,,,,,,,,,,,,,,,,,,,,,2016
2016,1627765,Elgin,Cook,Elgin Cook,SF,77.0,6' 5'',78.25,6' 6.25'',209.8,82.0,6' 10'',100.5,8' 4.5'',6.35,8.5,10.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
2016,1627766,Isaiah,Cousins,Isaiah Cousins,PG,75.25,6' 3.25'',76.5,6' 4.5'',194,78.25,6' 6.25'',98.5,8' 2.5'',4.8,8.25,8.75,30.5,37.0,10.79,2.97,3.24,,,,,,,4-5,5-5,2-5,3-5,4-5,4-5,3-5,2-5,4-5,4-5,5-6,5-6,5-6,,,,22-33,,2016
2016,1627738,Deyonta,Davis,Deyonta Davis,PF,81.25,6' 9.25'',82.5,6' 10.5'',237.2,86.5,7' 2.5'',108.5,9' 0.5'',9.7,9.0,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
2016,1627767,Cheick,Diallo,Cheick Diallo,PF,79.5,6' 7.5'',81.0,6' 9'',218.6,88.5,7' 4.5'',107.5,8' 11.5'',5.6,8.5,9.75,31.0,35.0,11.24,3.3,3.26,,2-5,3-5,3-5,4-5,5-5,,,,,,2-5,4-5,2-5,0-5,2-5,3-6,5-6,3-6,,,,15-32,,2016
2016,1627739,Kris,Dunn,Kris Dunn,PG,75.0,6' 3'',76.25,6' 4.25'',,81.5,6' 9.5'',100.0,8' 4'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
2016,1627740,Henry,Ellenson,Henry Ellenson,PF,82.0,6' 10'',83.5,6' 11.5'',242,86.25,7' 2.25'',108.0,9' 0'',11.2,8.5,9.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
2016,1627768,Perry,Ellis,Perry Ellis,PF,79.0,6' 7'',80.25,6' 8.25'',217.8,82.25,6' 10.25'',102.0,8' 6'',4.6,8.0,8.5,32.0,38.0,10.73,3.03,3.13,,4-5,5-5,5-5,4-5,5-5,,,,,,2-5,2-5,3-5,3-5,0-5,2-6,2-6,5-6,,,,25-32,,2016
2016,1627770,Kay,Felder,Kay Felder,PG,68.25,5' 8.25'',69.5,5' 9.5'',177.2,74.5,6' 2.5'',88.5,7' 4.5'',5.8,8.25,8.5,35.5,44.0,11.52,2.9,3.15,,1-5,3-5,5-5,2-5,4-5,,,,,,2-5,0-5,4-5,3-5,4-5,1-6,3-6,4-6,,,,7-11,7-10,2016
2016,1627827,Dorian,Finney-Smith,Dorian Finney-Smith,SF,78.5,6' 6.5'',79.75,6' 7.75'',212.6,83.75,6' 11.75'',105.5,8' 9.5'',6.45,9.0,9.75,32.5,35.5,11.01,3.04,3.27,,4-5,5-5,4-5,4-5,2-5,,,,,,5-5,4-5,3-5,2-5,2-5,2-6,5-6,5-6,,,,22-33,,2016
2016,1627771,Michael,Gbinije,Michael Gbinije,SG,77.5,6' 5.5'',78.75,6' 6.75'',204.6,79.5,6' 7.5'',101.0,8' 5'',5.4,8.0,9.0,33.5,37.5,11.0,3.19,3.12,,3-5,1-5,2-5,4-5,2-5,,,,,,4-5,4-5,1-5,2-5,2-5,3-6,3-6,4-6,,,,7-11,6-11,2016
2016,1627772,Daniel,Hamilton,Daniel Hamilton,SG-SF,78.25,6' 6.25'',80.0,6' 8'',197,81.0,6' 9'',103.5,8' 7.5'',5.95,9.0,8.5,26.0,29.0,11.48,3.2,3.4,,3-5,2-5,2-5,1-5,3-5,,,,,,1-5,4-5,1-5,3-5,2-5,3-6,6-6,4-6,,,,8-11,8-11,2016
2016,1628404,Josh,Hart,Josh Hart,SG,76.0,6' 4'',77.5,6' 5.5'',203.6,80.5,6' 8.5'',99.5,8' 3.5'',5.75,8.5,9.25,29.5,38.5,11.15,3.15,3.2,,,,,,,4-5,4-5,4-5,3-5,5-5,4-5,3-5,3-5,1-5,4-5,3-6,2-6,3-6,,,,23-34,,2016
2016,1628502,Nigel,Hayes,Nigel Hayes,SF-PF,78.25,6' 6.25'',79.25,6' 7.25'',245,87.0,7' 3'',107.5,8' 11.5'',10.9,8.5,9.5,25.5,28.5,12.11,2.9,3.2,,2-5,2-5,3-5,4-5,2-5,,,,,,3-5,4-5,3-5,1-5,4-5,2-6,2-6,4-6,,,,7-11,6-10,2016
2016,1627741,Buddy,Hield,Buddy Hield,SG,75.75,6' 3.75'',77.0,6' 5'',212.4,81.25,6' 9.25'',101.0,8' 5'',6.1,8.5,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
2016,204211,Justin,Jackson,Justin Jackson,SF,79.0,6' 7'',80.25,6' 8.25'',193.4,82.75,6' 10.75'',103.5,8' 7.5'',7.6,8.75,8.75,29.5,34.5,11.32,2.96,3.26,,,,,,,5-5,4-5,5-5,2-5,3-5,4-5,2-5,1-5,3-5,2-5,2-6,3-6,5-6,,,,21-34,,2016
2016,1627743,Demetrius,Jackson,Demetrius Jackson,PG,72.0,6' 0'',73.25,6' 1.25'',193.8,77.5,6' 5.5'',93.0,7' 9'',6.5,8.25,9.0,37.5,43.5,10.81,2.87,3.25,,,,,,,,,,,,,,,,,,,,,,,,,2016
2016,1627744,Brice,Johnson,Brice Johnson,PF,81.0,6' 9'',82.5,6' 10.5'',208.6,84.5,7' 0.5'',106.5,8' 10.5'',7.5,9.0,8.25,33.5,38.0,11.88,2.94,3.2,,,,,,,,,,,,,,,,,,,,,,,,,2016
2016,1627745,Damian,Jones,Damian Jones,C,82.25,6' 10.25'',83.5,6' 11.5'',243.6,87.75,7' 3.75'',107.0,8' 11'',6.55,8.75,10.5,36.0,37.0,11.35,3.12,3.2,,2-5,2-5,2-5,1-5,4-5,,,,,,3-5,4-5,2-5,3-5,3-5,3-6,5-6,1-6,,,,18-31,,2016
2016,1627746,Skal,Labissiere,Skal Labissiere,PF-C,82.5,6' 10.5'',83.75,6' 11.75'',215.8,86.5,7' 2.5'',105.5,8' 9.5'',5.7,8.75,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
2016,1627774,Jake,Layman,Jake Layman,SF,80.0,6' 8'',81.25,6' 9.25'',208.6,81.25,6' 9.25'',102.0,8' 6'',7.1,8.25,9.25,33.0,39.5,11.35,2.82,3.24,,4-5,4-5,3-5,4-5,4-5,,,,,,3-5,4-5,1-5,4-5,5-5,2-6,5-6,5-6,,,,9-11,6-11,2016
2016,1627747,Caris,LeVert,Caris LeVert,SG,77.75,6' 5.75'',79.0,6' 7'',191,82.0,6' 10'',101.0,8' 5'',7.55,8.5,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
2016,1629159,Marcus,Lee,Marcus Lee,PF-C,81.0,6' 9'',82.25,6' 10.25'',211,87.0,7' 3'',107.5,8' 11.5'',5.35,9.0,9.0,28.5,35.5,11.68,3.19,3.25,,1-5,1-5,3-5,1-5,3-5,,,,,,1-5,3-5,2-5,2-5,3-5,0-6,3-6,3-6,,,,12-29,,2016
2016,1627748,Thon,Maker,Thon Maker,PF,83.75,6' 11.75'',84.75,7' 0.75'',216,87.0,7' 3'',110.5,9' 2.5'',6.05,8.75,9.5,32.0,36.5,11.15,3.09,3.33,,,,,,,,,,,,,,,,,,,,,,,,,2016
2016,1627775,Patrick,McCaw,Patrick McCaw,PG-SG,77.25,6' 5.25'',78.75,6' 6.75'',180.8,82.0,6' 10'',100.5,8' 4.5'',4.7,8.75,8.75,30.0,38.0,11.01,2.97,3.3,,2-5,5-5,2-5,2-5,3-5,,,,,,2-5,3-5,4-5,1-5,3-5,4-6,3-6,5-6,,,,6-9,7-11,2016
2016,1629005,Malik,Newman,Malik Newman,SG,74.25,6' 2.25'',75.5,6' 3.5'',182.2,77.75,6' 5.75'',97.5,8' 1.5'',5.6,8.25,9.25,30.0,35.5,10.88,3.11,3.28,,3-5,5-5,1-5,4-5,3-5,,,,,,3-5,4-5,3-5,3-5,2-5,4-6,5-6,5-6,,,,21-32,,2016
2016,1627777,Georges,Niang,Georges Niang,PF,78.75,6' 6.75'',80.5,6' 8.5'',230.8,82.0,6' 10'',103.0,8' 7'',10.05,9.25,9.25,25.0,31.0,11.64,3.17,3.49,,4-5,3-5,4-5,4-5,5-5,,,,,,5-5,5-5,4-5,3-5,3-5,6-6,2-6,4-6,,,,22-30,,2016
2016,1627778,Chinanu,Onuaku,Chinanu Onuaku,C,81.0,6' 9'',82.0,6' 10'',245.2,86.75,7' 2.75'',108.5,9' 0.5'',8.55,9.0,8.0,27.5,33.5,11.65,3.0,3.5,,3-5,2-5,4-5,4-5,2-5,,,,,,2-5,2-5,2-5,1-5,1-5,2-6,3-6,4-6,,,,19-33,,2016
2016,1627779,Marcus,Paige,Marcus Paige,PG,72.5,6' 0.5'',73.75,6' 1.75'',163.8,78.25,6' 6.25'',97.0,8' 1'',4.3,7.75,8.75,33.5,39.5,10.82,2.69,3.15,,2-5,4-5,1-5,4-5,3-5,,,,,,2-5,3-5,5-5,2-5,2-5,4-6,5-6,5-6,,,,28-35,,2016
2016,1627780,Gary,Payton II,Gary Payton II,PG,74.0,6' 2'',75.0,6' 3'',183.8,80.0,6' 8'',99.5,8' 3.5'',3.95,8.75,9.5,31.5,38.5,11.57,3.17,3.23,,2-5,2-5,3-5,4-5,4-5,,,,,,0-5,2-5,4-5,5-5,3-5,2-6,2-6,3-6,,,,6-11,5-10,2016
2016,1627751,Jakob,Poeltl,Jakob Poeltl,C,84.25,7' 0.25'',85.0,7' 1'',239,86.75,7' 2.75'',111.5,9' 3.5'',5.8,9.25,10.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
2016,1627752,Taurean,Prince,Taurean Prince,SF,78.5,6' 6.5'',79.75,6' 7.75'',220.2,83.5,6' 11.5'',102.0,8' 6'',6.45,9.0,8.5,34.0,36.0,10.96,2.8,3.24,,3-5,3-5,2-5,2-5,3-5,,,,,,4-5,0-5,1-5,2-5,1-5,4-6,4-6,3-6,,,,18-34,,2016
2016,1627753,Zhou,Qi,Zhou Qi,PF-C,85.25,7' 1.25'',86.25,7' 2.25'',218.2,91.75,7' 7.75'',112.5,9' 4.5'',4.85,9.25,9.5,31.5,32.0,11.27,2.9,3.46,,2-5,2-5,2-5,3-5,4-5,,,,,,4-5,3-5,2-5,3-5,2-5,2-6,4-6,2-6,,,,18-29,,2016
2016,1627781,Malachi,Richardson,Malachi Richardson,SG-SF,76.75,6' 4.75'',78.25,6' 6.25'',199.6,84.0,7' 0'',101.5,8' 5.5'',7.0,8.75,10.0,33.0,38.0,10.56,3.25,3.33,,4-5,2-5,5-5,3-5,3-5,,,,,,4-5,2-5,3-5,2-5,3-5,4-6,3-6,6-6,,,,18-28,,2016
2016,1627782,Wayne,Selden,Wayne Selden,SG,76.25,6' 4.25'',77.75,6' 5.75'',232.4,82.5,6' 10.5'',101.0,8' 5'',7.3,9.0,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
2016,1627783,Pascal,Siakam,Pascal Siakam,PF,80.25,6' 8.25'',81.5,6' 9.5'',226.6,87.25,7' 3.25'',107.5,8' 11.5'',5.2,9.25,10.0,30.5,36.5,11.25,3.09,3.41,,5-5,1-5,2-5,2-5,4-5,,,,,,2-5,2-5,2-5,3-5,3-5,3-6,1-6,1-6,,,,15-32,,2016
2016,1627754,Diamond,Stone,Diamond Stone,C,81.0,6' 9'',82.25,6' 10.25'',254.4,86.75,7' 2.75'',108.5,9' 0.5'',12.85,8.5,7.75,27.0,29.5,12.02,3.22,3.5,,,,,,,,,,,,,,,,,,,,,,,0-0,,2016
2016,1628403,Caleb,Swanigan,Caleb Swanigan,PF,79.5,6' 7.5'',80.5,6' 8.5'',246.6,87.5,7' 3.5'',107.0,8' 11'',12.55,9.0,10.25,26.0,29.0,12.8,,,,3-5,1-5,5-5,2-5,4-5,,,,,,4-5,2-5,3-5,4-5,2-5,4-6,3-6,6-6,,,,20-32,,2016
2016,1628453,Melo,Trimble,Melo Trimble,PG,73.25,6' 1.25'',74.5,6' 2.5'',191.8,74.0,6' 2'',92.5,7' 8.5'',8.35,8.0,8.75,26.5,35.5,10.57,2.77,3.2,,,,,,,3-5,3-5,5-5,3-5,4-5,3-5,3-5,2-5,3-5,3-5,2-6,4-6,6-6,,,,23-36,,2016
2016,1627755,Tyler,Ulis,Tyler Ulis,PG,68.75,5' 8.75'',70.0,5' 10'',149.2,74.0,6' 2'',88.5,7' 4.5'',5.2,7.5,7.5,32.5,38.0,10.8,2.88,3.2,,,,,,,,,,,,,,,,,,,,,,,,,2016
2016,1627784,Jarrod,Uthoff,Jarrod Uthoff,PF,80.5,6' 8.5'',81.75,6' 9.75'',214.4,83.5,6' 11.5'',104.0,8' 8'',6.0,8.75,9.0,29.0,34.5,11.52,3.03,3.5,,3-5,4-5,5-5,5-5,4-5,,,,,,2-5,3-5,4-5,3-5,3-5,4-6,5-6,6-6,,,,22-32,,2016
2016,1627756,Denzel,Valentine,Denzel Valentine,SG-SF,76.0,6' 4'',77.75,6' 5.75'',210.4,82.75,6' 10.75'',102.0,8' 6'',9.2,8.5,9.75,27.0,32.0,10.51,3.22,3.46,,,,,,,,,,,,,,,,,,,,,,,,,2016
2016,1627785,Isaiah,Whitehead,Isaiah Whitehead,PG-SG,75.25,6' 3.25'',76.5,6' 4.5'',210,80.75,6' 8.75'',100.0,8' 4'',9.25,8.5,8.75,27.5,35.5,11.65,3.21,3.34,,1-5,3-5,4-5,5-5,4-5,,,,,,4-5,1-5,3-5,2-5,2-5,3-6,3-6,4-6,,,,7-9,5-8,2016
2016,1627786,Troy,Williams,Troy Williams,SF,77.75,6' 5.75'',78.75,6' 6.75'',217.8,80.25,6' 8.25'',102.0,8' 6'',10.0,8.25,9.25,30.0,36.0,10.72,3.08,3.35,,1-5,3-5,3-5,5-5,4-5,,,,,,4-5,3-5,3-5,3-5,4-5,4-6,4-6,4-6,,,,19-32,,2016
2016,1627787,Kyle,Wiltjer,Kyle Wiltjer,PF,80.75,6' 8.75'',82.0,6' 10'',242.8,84.25,7' 0.25'',102.5,8' 6.5'',15.25,8.25,9.5,28.5,35.5,11.35,3.04,3.48,,5-5,3-5,2-5,5-5,3-5,,,,,,3-5,3-5,4-5,4-5,5-5,4-6,6-6,2-6,,,,27-32,,2016
2016,1627757,Stephen,Zimmerman,Stephen Zimmerman,C,82.25,6' 10.25'',83.75,6' 11.75'',234,87.25,7' 3.25'',108.5,9' 0.5'',11.15,9.0,9.0,26.0,31.0,12.08,3.16,3.43,,,,,,,,,,,,,,,,,,,,,,,,,2016
2017,1628389,Edrice,Adebayo,Edrice Adebayo,PF-C,80.75,6' 8.75'',75.75,6' 9.75'',242.6,86.75,7' 2.75'',108.0,9' 0'',5.2,9.5,8.75,33.5,38.5,11.94,3.24,3.24,12.0,,,,,,,,,,,,,,,,,,,,,,,,2017
2017,1628959,Rawle,Alkins,Rawle Alkins,SG-SF,74.5,6' 2.5'',75.75,6' 3.75'',222.6,80.75,6' 8.75'',99.0,8' 3'',11.0,8.75,10.0,31.5,40.5,11.99,3.18,3.3,7.0,,,,,,4-5,5-5,2-5,1-5,2-5,3-5,3-5,4-5,4-5,3-5,2-6,5-6,3-6,,,,25-39,,2017
2017,1628386,Jarrett,Allen,Jarrett Allen,C,81.0,6' 9'',82.25,6' 10.25'',233.6,89.25,7' 5.25'',109.5,9' 1.5'',7.4,9.5,10.5,31.5,35.5,11.82,3.0,3.21,4.0,,,,,,,,,,,,,,,,,,,,,,,,2017
2017,1628443,Kadeem,Allen,Kadeem Allen,PG,73.0,6' 1'',74.25,6' 2.25'',192.4,81.25,6' 9.25'',99.5,8' 3.5'',6.4,8.5,8.75,33.0,35.5,11.24,2.98,3.15,7.0,,,,,,3-5,3-5,3-5,2-5,4-5,3-5,4-5,3-5,2-5,2-5,3-6,5-6,4-6,,,,25-35,,2017
2017,1628387,Ike,Anigbogu,Ike Anigbogu,C,80.5,6' 8.5'',81.75,6' 9.75'',252.2,90.25,7' 6.25'',110.5,9' 2.5'',5.4,9.5,10.0,29.5,32.5,12.52,3.48,3.44,11.0,,,,,,,,,,,,,,,,,,,,,,,,2017
2017,1628384,OG,Anunoby,OG Anunoby,SF,78.25,6' 6.25'',79.75,6' 7.75'',232.4,86.25,7' 2.25'',107.5,8' 11.5'',6.8,9.25,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
2017,1628503,Jamel,Artis,Jamel Artis,SG-SF,77.5,6' 5.5'',78.75,6' 6.75'',213.2,82.0,6' 10'',105.0,8' 9'',11.9,9.25,9.75,23.5,31.0,11.62,3.08,3.44,5.0,3-5,2-5,3-5,3-5,3-5,,,,,,2-5,0-5,3-5,4-5,4-5,3-6,4-6,5-6,,,,19-36,,2017
2017,1628407,Dwayne,Bacon,Dwayne Bacon,SG-SF,76.75,6' 4.75'',78.25,6' 6.25'',221.6,82.0,6' 10'',103.5,8' 7.5'',7.9,8.75,10.0,30.0,36.5,11.7,3.22,3.22,8.0,,,,,,,,,,,,,,,,,,,,,,,,2017
2017,1628431,V.J.,Beachem,V.J. Beachem,SG-SF,78.25,6' 6.25'',80.0,6' 8'',193.4,82.25,6' 10.25'',104.5,8' 8.5'',6.8,8.5,9.0,30.0,37.0,11.18,3.19,3.26,11.0,2-5,3-5,3-5,1-5,4-5,,,,,,2-5,4-5,2-5,2-5,5-5,3-6,5-6,4-6,,,,24-38,,2017
2017,1628395,Jordan,Bell,Jordan Bell,PF,79.0,6' 7'',80.5,6' 8.5'',223.6,83.75,6' 11.75'',104.5,8' 8.5'',5.4,9.25,9.5,31.5,38.0,10.63,2.83,3.21,16.0,4-5,1-5,1-5,0-5,2-5,,,,,,4-5,0-5,2-5,2-5,2-5,4-6,3-6,1-6,,,,23-38,,2017
2017,1628417,Jaron,Blossomgame,Jaron Blossomgame,SF,77.75,6' 5.75'',78.75,6' 6.75'',218.6,82.0,6' 10'',104.5,8' 8.5'',5.7,8.75,10.25,31.0,35.5,11.47,3.35,3.17,16.0,,,,,,1-5,4-5,0-5,2-5,3-5,2-5,4-5,2-5,2-5,4-5,3-6,2-6,3-6,,,,16-27,,2017
2017,1628449,Chris,Boucher,Chris Boucher,PF,80.0,6' 8'',81.5,6' 9.5'',182.2,88.0,7' 4'',110.5,9' 2.5'',5.4,9.25,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
2017,1628396,Tony,Bradley,Tony Bradley,C,81.25,6' 9.25'',82.75,6' 10.75'',248.8,89.0,7' 5'',112.5,9' 4.5'',12.0,9.5,9.5,24.5,27.5,11.79,2.99,3.44,5.0,,,,,,5-5,2-5,4-5,3-5,4-5,3-5,2-5,3-5,1-5,4-5,4-8,3-8,5-8,,,,19-35,,2017
2017,1628515,Isaiah,Briscoe,Isaiah Briscoe,PG,73.25,6' 1.25'',74.75,6' 2.75'',222.4,81.0,6' 9'',99.5,8' 3.5'',11.0,9.0,9.25,28.0,33.5,10.95,2.85,3.38,11.0,,,,,,4-5,0-5,1-5,2-5,3-5,4-5,5-5,5-5,3-5,2-5,,,,3-6,3-6,3-6,,22-36,2017
2017,1628415,Dillon,Brooks,Dillon Brooks,SG-SF,77.0,6' 5'',78.0,6' 6'',220.2,78.0,6' 6'',100.5,8' 4.5'',7.5,8.25,9.25,31.0,37.5,11.14,3.24,3.21,16.0,,,,,,4-5,5-5,5-5,3-5,3-5,3-5,3-5,5-5,4-5,3-5,3-8,4-8,2-8,,,,24-38,,2017
2017,1628418,Thomas,Bryant,Thomas Bryant,PF-C,81.5,6' 9.5'',82.75,6' 10.75'',247.8,90.0,7' 6'',112.5,9' 4.5'',9.4,9.5,10.25,25.5,33.0,11.42,3.12,3.37,7.0,,,,,,,,,,,,,,,,,,,,,,,,2017
2017,1628380,Zach,Collins,Zach Collins,PF-C,82.25,6' 10.25'',84.0,7' 0'',232.2,85.0,7' 1'',111.0,9' 3'',8.9,8.75,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
2017,1628381,John,Collins,John Collins,PF,80.25,6' 8.25'',81.5,6' 9.5'',225.2,83.25,6' 11.25'',106.5,8' 10.5'',5.4,9.0,10.0,33.0,37.5,11.66,3.27,3.27,15.0,,,,,,3-5,2-5,3-5,3-5,3-5,4-5,3-5,5-5,0-5,4-5,3-8,4-8,4-8,,,,21-33,,2017
2017,1628977,Hamidou,Diallo,Hamidou Diallo,SG-SF,75.75,6' 3.75'',77.0,6' 5'',197.4,83.25,6' 11.25'',101.5,8' 5.5'',5.2,8.5,9.5,34.5,44.5,10.88,2.79,3.11,0.0,,,,,,,,,,,,,,,,,,,,,,,,2017
2017,1628416,Tyler,Dorsey,Tyler Dorsey,SG,75.0,6' 3'',76.5,6' 4.5'',182.6,77.25,6' 5.25'',99.5,8' 3.5'',4.7,8.5,9.25,30.5,36.0,10.55,2.98,3.16,8.0,,,,,,2-5,2-5,4-5,3-5,2-5,5-5,4-5,2-5,3-5,2-5,3-6,5-6,3-6,,,,20-36,,2017
2017,1628422,Damyean,Dotson,Damyean Dotson,SG-SF,76.5,6' 4.5'',77.5,6' 5.5'',205.2,81.0,6' 9'',100.0,8' 4'',5.3,8.5,9.25,31.5,38.0,11.18,3.03,3.13,13.0,,,,,,3-5,5-5,2-5,4-5,1-5,5-5,3-5,3-5,3-5,5-5,,,,4-6,6-6,3-6,,26-37,2017
2017,1628408,PJ,Dozier,PJ Dozier,SG,77.25,6' 5.25'',78.75,6' 6.75'',200.6,83.0,6' 11'',101.0,8' 5'',6.1,8.5,9.5,34.0,39.0,10.84,2.98,3.15,9.0,,,,,,2-5,1-5,4-5,1-5,5-5,2-5,3-5,1-5,1-5,3-5,4-6,4-6,2-6,,,,25-37,,2017
2017,1628393,Jawun,Evans,Jawun Evans,PG,70.75,5' 10.75'',71.5,5' 11.5'',185.2,77.5,6' 5.5'',95.0,7' 11'',9.1,8.0,7.75,27.5,33.5,11.34,3.26,3.21,1.0,,,,,,,,,,,,,,,,,,,,,,,,2017
2017,1628390,Terrance,Ferguson,Terrance Ferguson,SG-SF,77.5,6' 5.5'',79.0,6' 7'',184.4,80.75,6' 8.75'',103.0,8' 7'',5.8,8.5,10.0,28.5,38.0,11.16,3.22,3.32,,,,,,,,,,,,,,,,,,,,,,,,,2017
2017,1628368,De?Aaron,Fox,De?Aaron Fox,PG,74.0,6' 2'',75.25,6' 3.25'',169.6,78.5,6' 6.5'',100.0,8' 4'',4.5,8.5,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
2017,1628365,Markelle,Fultz,Markelle Fultz,PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
